name,pointsource,description,digitalset,engunits,exdesc,future,pointtype,ptclassname,sourcetag,archiving,compressing,span,step,zero,changedate,changer,creationdate,creator,pointid,instrumentag
,R,,,,,0,Float32,classic,,1,1,1,0,0,16/08/2018 20:30:29,RDXPISANDBOX\zachary.burke,16/08/2018 20:04:08,RDXPISANDBOX\zachary.burke,289,
,R,,,,,0,Float32,classic,,1,1,100,0,0,16/08/2018 20:30:28,RDXPISANDBOX\zachary.burke,16/08/2018 20:04:08,RDXPISANDBOX\zachary.burke,240,
,R,,,,,0,Float32,classic,,1,1,100,0,0,16/08/2018 20:30:28,RDXPISANDBOX\zachary.burke,16/08/2018 20:04:08,RDXPISANDBOX\zachary.burke,218,
,R,,,,,0,Float32,classic,,1,1,100,0,0,16/08/2018 20:30:27,RDXPISANDBOX\zachary.burke,16/08/2018 20:04:07,RDXPISANDBOX\zachary.burke,162,
,R,,,,,0,Float32,classic,,1,1,1,0,0,16/08/2018 20:30:27,RDXPISANDBOX\zachary.burke,16/08/2018 20:04:06,RDXPISANDBOX\zachary.burke,106,
,L,,,,,0,Float64,base,,1,1,100,0,0,22/11/2019 01:02:04,piadmin,22/11/2019 01:02:04,piadmin,1303,
,L,,,,,0,Float64,base,,1,1,100,0,0,22/11/2019 00:49:25,piadmin,22/11/2019 00:49:25,piadmin,1283,
,L,,,,,0,Float64,base,,1,1,100,0,0,22/11/2019 01:02:03,piadmin,22/11/2019 01:02:03,piadmin,1300,
,L,,,,,0,Float64,base,,1,1,100,0,0,21/11/2019 23:34:45,piadmin,21/11/2019 23:34:45,piadmin,1271,
,L,,,,,0,Float64,base,,1,1,100,0,0,21/11/2019 23:07:40,piadmin,21/11/2019 23:07:40,piadmin,1258,
,L,,,,,0,Float64,base,,1,1,100,0,0,22/11/2019 01:02:04,piadmin,22/11/2019 01:02:04,piadmin,1304,
,L,,,,,0,Float64,base,,1,1,100,0,0,22/11/2019 00:49:25,piadmin,22/11/2019 00:49:25,piadmin,1284,
,L,,,,,0,Float64,base,,1,1,100,0,0,22/11/2019 01:02:03,piadmin,22/11/2019 01:02:03,piadmin,1301,
,L,,,,,0,Float64,base,,1,1,100,0,0,21/11/2019 23:07:40,piadmin,21/11/2019 23:07:40,piadmin,1259,
,L,,,,,0,Float64,base,,1,1,100,0,0,21/11/2019 23:34:45,piadmin,21/11/2019 23:34:45,piadmin,1272,
,L,,,,,0,Float64,base,,1,1,100,0,0,22/11/2019 00:50:35,piadmin,22/11/2019 00:50:35,piadmin,1285,
,L,,,,,0,Float64,base,,1,1,100,0,0,22/11/2019 01:02:04,piadmin,22/11/2019 01:02:04,piadmin,1305,
,L,,,,,0,Float64,base,,1,1,100,0,0,21/11/2019 23:34:45,piadmin,21/11/2019 23:34:45,piadmin,1273,
,L,,,,,0,Float64,base,,1,1,100,0,0,21/11/2019 23:07:40,piadmin,21/11/2019 23:07:40,piadmin,1260,
,L,,,,,0,Float64,base,,1,1,100,0,0,22/11/2019 01:02:03,piadmin,22/11/2019 01:02:03,piadmin,1302,
,C,,,Phase,Event=Houston.HOU.Press.01.Main Clock, if 'Houston.HOU.Press.01.Press Status'=1 then if 'Houston.HOU.Press.01.Main Clock'>=1 and 'Houston.HOU.Press.01.Main Clock'<=10 then 1 else if 'Houston.HOU.Press.01.Main Clock'>10 and 'Houston.HOU.Press.01.Main Clock'<=33 then 2 else if 'Houston.HOU.Press.01.Main Clock'>33 and 'Houston.HOU.Press.01.Main Clock'<=66 then 3 else if 'Houston.HOU.Press.01.Main Clock'>66 then 4 else 0 else 0,0,Int32,classic,,1,1,100,1,0,08/04/2019 15:34:43,RDXPISANDBOX\bjorn.johnson,08/04/2019 15:34:43,RDXPISANDBOX\bjorn.johnson,579,
,C,,,deg C,If 'Houston.HOU.Press.01.Press Status'=1 then if 'Houston.HOU.Press.01.Curing Phase'= 0 Then 'Houston.HOU.Press.01.Main Clock' else if 'Houston.HOU.Press.01.Curing Phase'=1 then 3*'Houston.HOU.Press.01.Main Clock' else if 'Houston.HOU.Press.01.Curing Phase'=2 then 2*'Houston.HOU.Press.01.Main Clock' else if 'Houston.HOU.Press.01.Curing Phase'=3 then 1*'Houston.HOU.Press.01.Main Clock' else if 'Houston.HOU.Press.01.Curing Phase'=4 then 0.5*'Houston.HOU.Press.01.Main Clock' else 0 else 0,0,Float32,classic,,1,1,100,0,0,08/04/2019 15:34:43,RDXPISANDBOX\bjorn.johnson,08/04/2019 15:34:43,RDXPISANDBOX\bjorn.johnson,580,
,L,,,Position,,0,Float32,classic,,1,1,100,1,0,08/04/2019 15:34:43,RDXPISANDBOX\bjorn.johnson,08/04/2019 15:34:43,RDXPISANDBOX\bjorn.johnson,581,
,9,,,% ,(1,10)(2,33)(2,66)(1,100),0,Float32,classic,,1,1,100,0,0,08/04/2019 15:34:43,RDXPISANDBOX\bjorn.johnson,08/04/2019 15:34:43,RDXPISANDBOX\bjorn.johnson,582,
,C,,,deg C, TagAvg('Houston.HOU.Press.01.Main Clock','*-30m','*'),0,Float32,classic,,1,1,100,0,0,08/04/2019 15:34:43,RDXPISANDBOX\bjorn.johnson,08/04/2019 15:34:43,RDXPISANDBOX\bjorn.johnson,583,
,C,,,Tires,Event=Houston.HOU.Press.01.Main Clock, if badval('Houston.HOU.Press.01.Net Tires Produced') or (hour('*')=0 and minute('*')=0) then 0 else if 'Houston.HOU.Press.01.Main Clock'=0 and tagval('Houston.HOU.Press.01.Press Status','*-1m')=1  then 'Houston.HOU.Press.01.Net Tires Produced'+1 else 'Houston.HOU.Press.01.Net Tires Produced',0,Int32,classic,,1,1,100,1,0,08/04/2019 15:34:43,RDXPISANDBOX\bjorn.johnson,08/04/2019 15:34:43,RDXPISANDBOX\bjorn.johnson,584,
,C,,,state,Event=Houston.HOU.Press.01.Main Clock, if 'Houston.HOU.Press.01.Main Clock'=0 then if tagmax('Houston.HOU.Press.01.Main Clock','*','*-1m')>95 then 1 else if tagmax('Houston.HOU.Press.01.Main Clock','*','*-1m')>91 then 2 else if tagmax('Houston.HOU.Press.01.Main Clock','*','*-1m')>88 then 3 else if tagmax('Houston.HOU.Press.01.Main Clock','*','*-1m')>85 then 4 else 0 else 'Houston.HOU.Press.01.Press Status',0,Float32,classic,,1,1,100,1,0,08/04/2019 15:34:43,RDXPISANDBOX\bjorn.johnson,08/04/2019 15:34:43,RDXPISANDBOX\bjorn.johnson,585,
,C,,,PSI,If 'Houston.HOU.Press.01.Press status'=1 then if 'Houston.HOU.Press.01.LidPosition'=0 then 0 else if 'Houston.HOU.Press.01.Curing Phase'=0 Then 0 else if 'Houston.HOU.Press.01.Curing Phase'=1 then 100-'Houston.HOU.Press.01.Main Clock' else if 'Houston.HOU.Press.01.Curing Phase'=2 then 110-'Houston.HOU.Press.01.Main Clock' else if 'Houston.HOU.Press.01.Curing Phase'=3 then 150-'Houston.HOU.Press.01.Main Clock' else if 'Houston.HOU.Press.01.Curing Phase'=4 then 100-'Houston.HOU.Press.01.Main Clock' else 0 else 0,0,Float32,classic,,1,1,200,0,0,08/04/2019 15:34:43,RDXPISANDBOX\bjorn.johnson,08/04/2019 15:34:43,RDXPISANDBOX\bjorn.johnson,586,
,L,,,Tires/hour,,0,Float64,classic,,1,1,100,0,0,08/04/2019 15:34:43,RDXPISANDBOX\bjorn.johnson,08/04/2019 15:34:43,RDXPISANDBOX\bjorn.johnson,587,
,C,,,Type,Event=Houston.HOU.Press.01.Main Clock, if badval('Houston.HOU.Press.01.Reference Type') then 0 else if Hour('*')>Hour('*-10m') then if TagMax('Houston.HOU.Press.01.Main Clock','*-10m','*') > 97 then 0 Else if TagMax('Houston.HOU.Press.01.Main Clock','*-10m','*')>95 then 1 Else if TagMax('Houston.HOU.Press.01.Main Clock','*-10m','*')>93 then 2 Else if TagMax('Houston.HOU.Press.01.Main Clock','*-10m','*')>91 then 3 Else 4 else NoOutput(),0,Int32,classic,,1,1,100,1,0,08/04/2019 15:34:43,RDXPISANDBOX\bjorn.johnson,08/04/2019 15:34:43,RDXPISANDBOX\bjorn.johnson,588,
,C,,,Scrap Tires,Event=Houston.HOU.Press.01.Main Clock, if badval('Houston.HOU.Press.01.Scrap Tires') or (hour('*')=0 and minute('*')=0) then 0 else if 'Houston.HOU.Press.01.Main Clock'=0 and tagval('Houston.HOU.Press.01.Press Status','*-1m')=1 then if Tagmax('Houston.HOU.Press.01.Main Clock','*','*-1m') <= 87  then 'Houston.HOU.Press.01.Scrap Tires'+1 else 'Houston.HOU.Press.01.Scrap Tires' else 'Houston.HOU.Press.01.Scrap Tires',0,Int32,classic,,1,1,100,1,0,08/04/2019 15:34:43,RDXPISANDBOX\bjorn.johnson,08/04/2019 15:34:43,RDXPISANDBOX\bjorn.johnson,589,
,C,,,Kg/h,If 'Houston.HOU.Press.01.Press Status'<>1 OR 'Houston.HOU.Press.01.Curing Phase'=0 OR  'Houston.HOU.Press.01.LidPosition'=0 then 0 else 10-sqr('Houston.HOU.Press.01.Main Clock'),0,Float32,classic,,1,1,200,0,0,08/04/2019 15:34:43,RDXPISANDBOX\bjorn.johnson,08/04/2019 15:34:43,RDXPISANDBOX\bjorn.johnson,590,
,C,,,Phase,Event=Houston.HOU.Press.02.Main Clock, if 'Houston.HOU.Press.02.Press Status'=1 then if 'Houston.HOU.Press.02.Main Clock'>=1 and 'Houston.HOU.Press.02.Main Clock'<=10 then 1 else if 'Houston.HOU.Press.02.Main Clock'>10 and 'Houston.HOU.Press.02.Main Clock'<=33 then 2 else if 'Houston.HOU.Press.02.Main Clock'>33 and 'Houston.HOU.Press.02.Main Clock'<=66 then 3 else if 'Houston.HOU.Press.02.Main Clock'>66 then 4 else 0 else 0,0,Int32,classic,,1,1,100,1,0,08/04/2019 15:34:43,RDXPISANDBOX\bjorn.johnson,08/04/2019 15:34:43,RDXPISANDBOX\bjorn.johnson,591,
,C,,,deg C,If 'Houston.HOU.Press.02.Press Status'=1 then if 'Houston.HOU.Press.02.Curing Phase'= 0 Then 'Houston.HOU.Press.02.Main Clock' else if 'Houston.HOU.Press.02.Curing Phase'=1 then 3*'Houston.HOU.Press.02.Main Clock' else if 'Houston.HOU.Press.02.Curing Phase'=2 then 2*'Houston.HOU.Press.02.Main Clock' else if 'Houston.HOU.Press.02.Curing Phase'=3 then 1*'Houston.HOU.Press.02.Main Clock' else if 'Houston.HOU.Press.02.Curing Phase'=4 then 0.5*'Houston.HOU.Press.02.Main Clock' else 0 else 0,0,Float32,classic,,1,1,100,0,0,08/04/2019 15:34:43,RDXPISANDBOX\bjorn.johnson,08/04/2019 15:34:43,RDXPISANDBOX\bjorn.johnson,592,
,L,,,Position,,0,Float32,classic,,1,1,100,1,0,08/04/2019 15:34:43,RDXPISANDBOX\bjorn.johnson,08/04/2019 15:34:43,RDXPISANDBOX\bjorn.johnson,593,
,9,,,% ,(1,10)(2,33)(2,66)(1,100),0,Float32,classic,,1,1,100,0,0,08/04/2019 15:34:43,RDXPISANDBOX\bjorn.johnson,08/04/2019 15:34:43,RDXPISANDBOX\bjorn.johnson,594,
,C,,,deg C, TagAvg('Houston.HOU.Press.02.Main Clock','*-30m','*'),0,Float32,classic,,1,1,100,0,0,08/04/2019 15:34:43,RDXPISANDBOX\bjorn.johnson,08/04/2019 15:34:43,RDXPISANDBOX\bjorn.johnson,595,
,C,,,Tires,Event=Houston.HOU.Press.02.Main Clock, if badval('Houston.HOU.Press.02.Net Tires Produced') or (hour('*')=0 and minute('*')=0) then 0 else if 'Houston.HOU.Press.02.Main Clock'=0 and tagval('Houston.HOU.Press.02.Press Status','*-1m')=1  then 'Houston.HOU.Press.02.Net Tires Produced'+1 else 'Houston.HOU.Press.02.Net Tires Produced',0,Int32,classic,,1,1,100,1,0,08/04/2019 15:34:43,RDXPISANDBOX\bjorn.johnson,08/04/2019 15:34:43,RDXPISANDBOX\bjorn.johnson,596,
,C,,,state,Event=Houston.HOU.Press.02.Main Clock, if 'Houston.HOU.Press.02.Main Clock'=0 then if tagmax('Houston.HOU.Press.02.Main Clock','*','*-1m')>95 then 1 else if tagmax('Houston.HOU.Press.02.Main Clock','*','*-1m')>91 then 2 else if tagmax('Houston.HOU.Press.02.Main Clock','*','*-1m')>88 then 3 else if tagmax('Houston.HOU.Press.02.Main Clock','*','*-1m')>85 then 4 else 0 else 'Houston.HOU.Press.02.Press Status',0,Float32,classic,,1,1,100,1,0,08/04/2019 15:34:43,RDXPISANDBOX\bjorn.johnson,08/04/2019 15:34:43,RDXPISANDBOX\bjorn.johnson,597,
,C,,,PSI,If 'Houston.HOU.Press.02.Press status'=1 then if 'Houston.HOU.Press.02.LidPosition'=0 then 0 else if 'Houston.HOU.Press.02.Curing Phase'=0 Then 0 else if 'Houston.HOU.Press.02.Curing Phase'=1 then 100-'Houston.HOU.Press.02.Main Clock' else if 'Houston.HOU.Press.02.Curing Phase'=2 then 110-'Houston.HOU.Press.02.Main Clock' else if 'Houston.HOU.Press.02.Curing Phase'=3 then 150-'Houston.HOU.Press.02.Main Clock' else if 'Houston.HOU.Press.02.Curing Phase'=4 then 100-'Houston.HOU.Press.02.Main Clock' else 0 else 0,0,Float32,classic,,1,1,200,0,0,08/04/2019 15:34:43,RDXPISANDBOX\bjorn.johnson,08/04/2019 15:34:43,RDXPISANDBOX\bjorn.johnson,598,
,L,,,Tires/hour,,0,Float64,classic,,1,1,100,0,0,08/04/2019 15:34:44,RDXPISANDBOX\bjorn.johnson,08/04/2019 15:34:44,RDXPISANDBOX\bjorn.johnson,599,
,C,,,Type,Event=Houston.HOU.Press.02.Main Clock, if badval('Houston.HOU.Press.02.Reference Type') then 0 else if Hour('*')>Hour('*-10m') then if TagMax('Houston.HOU.Press.02.Main Clock','*-10m','*') > 97 then 0 Else if TagMax('Houston.HOU.Press.02.Main Clock','*-10m','*')>95 then 1 Else if TagMax('Houston.HOU.Press.02.Main Clock','*-10m','*')>93 then 2 Else if TagMax('Houston.HOU.Press.02.Main Clock','*-10m','*')>91 then 3 Else 4 else NoOutput(),0,Int32,classic,,1,1,100,1,0,08/04/2019 15:34:44,RDXPISANDBOX\bjorn.johnson,08/04/2019 15:34:44,RDXPISANDBOX\bjorn.johnson,600,
,C,,,Scrap Tires,Event=Houston.HOU.Press.02.Main Clock, if badval('Houston.HOU.Press.02.Scrap Tires') or (hour('*')=0 and minute('*')=0) then 0 else if 'Houston.HOU.Press.02.Main Clock'=0 and tagval('Houston.HOU.Press.02.Press Status','*-1m')=1 then if Tagmax('Houston.HOU.Press.02.Main Clock','*','*-1m') <= 87  then 'Houston.HOU.Press.02.Scrap Tires'+1 else 'Houston.HOU.Press.02.Scrap Tires' else 'Houston.HOU.Press.02.Scrap Tires',0,Int32,classic,,1,1,100,1,0,08/04/2019 15:34:44,RDXPISANDBOX\bjorn.johnson,08/04/2019 15:34:44,RDXPISANDBOX\bjorn.johnson,601,
,C,,,Kg/h,If 'Houston.HOU.Press.02.Press Status'<>1 OR 'Houston.HOU.Press.02.Curing Phase'=0 OR  'Houston.HOU.Press.02.LidPosition'=0 then 0 else 10-sqr('Houston.HOU.Press.02.Main Clock'),0,Float32,classic,,1,1,200,0,0,08/04/2019 15:34:44,RDXPISANDBOX\bjorn.johnson,08/04/2019 15:34:44,RDXPISANDBOX\bjorn.johnson,602,
,C,,,Phase,Event=Houston.HOU.Press.03.Main Clock, if 'Houston.HOU.Press.03.Press Status'=1 then if 'Houston.HOU.Press.03.Main Clock'>=1 and 'Houston.HOU.Press.03.Main Clock'<=10 then 1 else if 'Houston.HOU.Press.03.Main Clock'>10 and 'Houston.HOU.Press.03.Main Clock'<=33 then 2 else if 'Houston.HOU.Press.03.Main Clock'>33 and 'Houston.HOU.Press.03.Main Clock'<=66 then 3 else if 'Houston.HOU.Press.03.Main Clock'>66 then 4 else 0 else 0,0,Int32,classic,,1,1,100,1,0,08/04/2019 15:34:44,RDXPISANDBOX\bjorn.johnson,08/04/2019 15:34:44,RDXPISANDBOX\bjorn.johnson,603,
,C,,,deg C,If 'Houston.HOU.Press.03.Press Status'=1 then if 'Houston.HOU.Press.03.Curing Phase'= 0 Then 'Houston.HOU.Press.03.Main Clock' else if 'Houston.HOU.Press.03.Curing Phase'=1 then 3*'Houston.HOU.Press.03.Main Clock' else if 'Houston.HOU.Press.03.Curing Phase'=2 then 2*'Houston.HOU.Press.03.Main Clock' else if 'Houston.HOU.Press.03.Curing Phase'=3 then 1*'Houston.HOU.Press.03.Main Clock' else if 'Houston.HOU.Press.03.Curing Phase'=4 then 0.5*'Houston.HOU.Press.03.Main Clock' else 0 else 0,0,Float32,classic,,1,1,100,0,0,08/04/2019 15:34:44,RDXPISANDBOX\bjorn.johnson,08/04/2019 15:34:44,RDXPISANDBOX\bjorn.johnson,604,
,L,,,Position,,0,Float32,classic,,1,1,100,1,0,08/04/2019 15:34:44,RDXPISANDBOX\bjorn.johnson,08/04/2019 15:34:44,RDXPISANDBOX\bjorn.johnson,605,
,9,,,% ,(1,10)(2,33)(2,66)(1,100),0,Float32,classic,,1,1,100,0,0,08/04/2019 15:34:44,RDXPISANDBOX\bjorn.johnson,08/04/2019 15:34:44,RDXPISANDBOX\bjorn.johnson,606,
,C,,,deg C, TagAvg('Houston.HOU.Press.03.Main Clock','*-30m','*'),0,Float32,classic,,1,1,100,0,0,08/04/2019 15:34:44,RDXPISANDBOX\bjorn.johnson,08/04/2019 15:34:44,RDXPISANDBOX\bjorn.johnson,607,
,C,,,Tires,Event=Houston.HOU.Press.03.Main Clock, if badval('Houston.HOU.Press.03.Net Tires Produced') or (hour('*')=0 and minute('*')=0) then 0 else if 'Houston.HOU.Press.03.Main Clock'=0 and tagval('Houston.HOU.Press.03.Press Status','*-1m')=1  then 'Houston.HOU.Press.03.Net Tires Produced'+1 else 'Houston.HOU.Press.03.Net Tires Produced',0,Int32,classic,,1,1,100,1,0,08/04/2019 15:34:44,RDXPISANDBOX\bjorn.johnson,08/04/2019 15:34:44,RDXPISANDBOX\bjorn.johnson,608,
,C,,,state,Event=Houston.HOU.Press.03.Main Clock, if 'Houston.HOU.Press.03.Main Clock'=0 then if tagmax('Houston.HOU.Press.03.Main Clock','*','*-1m')>95 then 1 else if tagmax('Houston.HOU.Press.03.Main Clock','*','*-1m')>91 then 2 else if tagmax('Houston.HOU.Press.03.Main Clock','*','*-1m')>88 then 3 else if tagmax('Houston.HOU.Press.03.Main Clock','*','*-1m')>85 then 4 else 0 else 'Houston.HOU.Press.03.Press Status',0,Float32,classic,,1,1,100,1,0,08/04/2019 15:34:44,RDXPISANDBOX\bjorn.johnson,08/04/2019 15:34:44,RDXPISANDBOX\bjorn.johnson,609,
,C,,,PSI,If 'Houston.HOU.Press.03.Press status'=1 then if 'Houston.HOU.Press.03.LidPosition'=0 then 0 else if 'Houston.HOU.Press.03.Curing Phase'=0 Then 0 else if 'Houston.HOU.Press.03.Curing Phase'=1 then 100-'Houston.HOU.Press.03.Main Clock' else if 'Houston.HOU.Press.03.Curing Phase'=2 then 110-'Houston.HOU.Press.03.Main Clock' else if 'Houston.HOU.Press.03.Curing Phase'=3 then 150-'Houston.HOU.Press.03.Main Clock' else if 'Houston.HOU.Press.03.Curing Phase'=4 then 100-'Houston.HOU.Press.03.Main Clock' else 0 else 0,0,Float32,classic,,1,1,200,0,0,08/04/2019 15:34:44,RDXPISANDBOX\bjorn.johnson,08/04/2019 15:34:44,RDXPISANDBOX\bjorn.johnson,610,
,L,,,Tires/hour,,0,Float64,classic,,1,1,100,0,0,08/04/2019 15:34:44,RDXPISANDBOX\bjorn.johnson,08/04/2019 15:34:44,RDXPISANDBOX\bjorn.johnson,611,
,C,,,Type,Event=Houston.HOU.Press.03.Main Clock, if badval('Houston.HOU.Press.03.Reference Type') then 0 else if Hour('*')>Hour('*-10m') then if TagMax('Houston.HOU.Press.03.Main Clock','*-10m','*') > 97 then 0 Else if TagMax('Houston.HOU.Press.03.Main Clock','*-10m','*')>95 then 1 Else if TagMax('Houston.HOU.Press.03.Main Clock','*-10m','*')>93 then 2 Else if TagMax('Houston.HOU.Press.03.Main Clock','*-10m','*')>91 then 3 Else 4 else NoOutput(),0,Int32,classic,,1,1,100,1,0,08/04/2019 15:34:44,RDXPISANDBOX\bjorn.johnson,08/04/2019 15:34:44,RDXPISANDBOX\bjorn.johnson,612,
,C,,,Scrap Tires,Event=Houston.HOU.Press.03.Main Clock, if badval('Houston.HOU.Press.03.Scrap Tires') or (hour('*')=0 and minute('*')=0) then 0 else if 'Houston.HOU.Press.03.Main Clock'=0 and tagval('Houston.HOU.Press.03.Press Status','*-1m')=1 then if Tagmax('Houston.HOU.Press.03.Main Clock','*','*-1m') <= 87  then 'Houston.HOU.Press.03.Scrap Tires'+1 else 'Houston.HOU.Press.03.Scrap Tires' else 'Houston.HOU.Press.03.Scrap Tires',0,Int32,classic,,1,1,100,1,0,08/04/2019 15:34:44,RDXPISANDBOX\bjorn.johnson,08/04/2019 15:34:44,RDXPISANDBOX\bjorn.johnson,613,
,C,,,Kg/h,If 'Houston.HOU.Press.03.Press Status'<>1 OR 'Houston.HOU.Press.03.Curing Phase'=0 OR  'Houston.HOU.Press.03.LidPosition'=0 then 0 else 10-sqr('Houston.HOU.Press.03.Main Clock'),0,Float32,classic,,1,1,200,0,0,08/04/2019 15:34:44,RDXPISANDBOX\bjorn.johnson,08/04/2019 15:34:44,RDXPISANDBOX\bjorn.johnson,614,
,C,,,Phase,Event=Houston.HOU.Press.04.Main Clock, if 'Houston.HOU.Press.04.Press Status'=1 then if 'Houston.HOU.Press.04.Main Clock'>=1 and 'Houston.HOU.Press.04.Main Clock'<=10 then 1 else if 'Houston.HOU.Press.04.Main Clock'>10 and 'Houston.HOU.Press.04.Main Clock'<=33 then 2 else if 'Houston.HOU.Press.04.Main Clock'>33 and 'Houston.HOU.Press.04.Main Clock'<=66 then 3 else if 'Houston.HOU.Press.04.Main Clock'>66 then 4 else 0 else 0,0,Int32,classic,,1,1,100,1,0,08/04/2019 15:34:44,RDXPISANDBOX\bjorn.johnson,08/04/2019 15:34:44,RDXPISANDBOX\bjorn.johnson,615,
,C,,,deg C,If 'Houston.HOU.Press.04.Press Status'=1 then if 'Houston.HOU.Press.04.Curing Phase'= 0 Then 'Houston.HOU.Press.04.Main Clock' else if 'Houston.HOU.Press.04.Curing Phase'=1 then 3*'Houston.HOU.Press.04.Main Clock' else if 'Houston.HOU.Press.04.Curing Phase'=2 then 2*'Houston.HOU.Press.04.Main Clock' else if 'Houston.HOU.Press.04.Curing Phase'=3 then 1*'Houston.HOU.Press.04.Main Clock' else if 'Houston.HOU.Press.04.Curing Phase'=4 then 0.5*'Houston.HOU.Press.04.Main Clock' else 0 else 0,0,Float32,classic,,1,1,100,0,0,08/04/2019 15:34:44,RDXPISANDBOX\bjorn.johnson,08/04/2019 15:34:44,RDXPISANDBOX\bjorn.johnson,616,
,L,,,Position,,0,Float32,classic,,1,1,100,1,0,08/04/2019 15:34:44,RDXPISANDBOX\bjorn.johnson,08/04/2019 15:34:44,RDXPISANDBOX\bjorn.johnson,617,
,9,,,% ,(1,10)(2,33)(2,66)(1,100),0,Float32,classic,,1,1,100,0,0,08/04/2019 15:34:44,RDXPISANDBOX\bjorn.johnson,08/04/2019 15:34:44,RDXPISANDBOX\bjorn.johnson,618,
,C,,,deg C, TagAvg('Houston.HOU.Press.04.Main Clock','*-30m','*'),0,Float32,classic,,1,1,100,0,0,08/04/2019 15:34:44,RDXPISANDBOX\bjorn.johnson,08/04/2019 15:34:44,RDXPISANDBOX\bjorn.johnson,619,
,C,,,Tires,Event=Houston.HOU.Press.04.Main Clock, if badval('Houston.HOU.Press.04.Net Tires Produced') or (hour('*')=0 and minute('*')=0) then 0 else if 'Houston.HOU.Press.04.Main Clock'=0 and tagval('Houston.HOU.Press.04.Press Status','*-1m')=1  then 'Houston.HOU.Press.04.Net Tires Produced'+1 else 'Houston.HOU.Press.04.Net Tires Produced',0,Int32,classic,,1,1,100,1,0,08/04/2019 15:34:44,RDXPISANDBOX\bjorn.johnson,08/04/2019 15:34:44,RDXPISANDBOX\bjorn.johnson,620,
,C,,,state,Event=Houston.HOU.Press.04.Main Clock, if 'Houston.HOU.Press.04.Main Clock'=0 then if tagmax('Houston.HOU.Press.04.Main Clock','*','*-1m')>95 then 1 else if tagmax('Houston.HOU.Press.04.Main Clock','*','*-1m')>91 then 2 else if tagmax('Houston.HOU.Press.04.Main Clock','*','*-1m')>88 then 3 else if tagmax('Houston.HOU.Press.04.Main Clock','*','*-1m')>85 then 4 else 0 else 'Houston.HOU.Press.04.Press Status',0,Float32,classic,,1,1,100,1,0,08/04/2019 15:34:44,RDXPISANDBOX\bjorn.johnson,08/04/2019 15:34:44,RDXPISANDBOX\bjorn.johnson,621,
,C,,,PSI,If 'Houston.HOU.Press.04.Press status'=1 then if 'Houston.HOU.Press.04.LidPosition'=0 then 0 else if 'Houston.HOU.Press.04.Curing Phase'=0 Then 0 else if 'Houston.HOU.Press.04.Curing Phase'=1 then 100-'Houston.HOU.Press.04.Main Clock' else if 'Houston.HOU.Press.04.Curing Phase'=2 then 110-'Houston.HOU.Press.04.Main Clock' else if 'Houston.HOU.Press.04.Curing Phase'=3 then 150-'Houston.HOU.Press.04.Main Clock' else if 'Houston.HOU.Press.04.Curing Phase'=4 then 100-'Houston.HOU.Press.04.Main Clock' else 0 else 0,0,Float32,classic,,1,1,200,0,0,08/04/2019 15:34:44,RDXPISANDBOX\bjorn.johnson,08/04/2019 15:34:44,RDXPISANDBOX\bjorn.johnson,622,
,L,,,Tires/hour,,0,Float64,classic,,1,1,100,0,0,08/04/2019 15:34:44,RDXPISANDBOX\bjorn.johnson,08/04/2019 15:34:44,RDXPISANDBOX\bjorn.johnson,623,
,C,,,Type,Event=Houston.HOU.Press.04.Main Clock, if badval('Houston.HOU.Press.04.Reference Type') then 0 else if Hour('*')>Hour('*-10m') then if TagMax('Houston.HOU.Press.04.Main Clock','*-10m','*') > 97 then 0 Else if TagMax('Houston.HOU.Press.04.Main Clock','*-10m','*')>95 then 1 Else if TagMax('Houston.HOU.Press.04.Main Clock','*-10m','*')>93 then 2 Else if TagMax('Houston.HOU.Press.04.Main Clock','*-10m','*')>91 then 3 Else 4 else NoOutput(),0,Int32,classic,,1,1,100,1,0,08/04/2019 15:34:44,RDXPISANDBOX\bjorn.johnson,08/04/2019 15:34:44,RDXPISANDBOX\bjorn.johnson,624,
,C,,,Scrap Tires,Event=Houston.HOU.Press.04.Main Clock, if badval('Houston.HOU.Press.04.Scrap Tires') or (hour('*')=0 and minute('*')=0) then 0 else if 'Houston.HOU.Press.04.Main Clock'=0 and tagval('Houston.HOU.Press.04.Press Status','*-1m')=1 then if Tagmax('Houston.HOU.Press.04.Main Clock','*','*-1m') <= 87  then 'Houston.HOU.Press.04.Scrap Tires'+1 else 'Houston.HOU.Press.04.Scrap Tires' else 'Houston.HOU.Press.04.Scrap Tires',0,Int32,classic,,1,1,100,1,0,08/04/2019 15:34:44,RDXPISANDBOX\bjorn.johnson,08/04/2019 15:34:44,RDXPISANDBOX\bjorn.johnson,625,
,C,,,Kg/h,If 'Houston.HOU.Press.04.Press Status'<>1 OR 'Houston.HOU.Press.04.Curing Phase'=0 OR  'Houston.HOU.Press.04.LidPosition'=0 then 0 else 10-sqr('Houston.HOU.Press.04.Main Clock'),0,Float32,classic,,1,1,200,0,0,08/04/2019 15:34:44,RDXPISANDBOX\bjorn.johnson,08/04/2019 15:34:44,RDXPISANDBOX\bjorn.johnson,626,
,L,,,,,0,Float64,base,,1,1,100,0,0,10/12/2019 19:02:33,piadmin,10/12/2019 19:02:33,piadmin,1329,
,L,,,,,0,Float64,base,,1,1,100,0,0,10/12/2019 19:02:33,piadmin,10/12/2019 19:02:33,piadmin,1328,
