name,pointsource,description,digitalset,engunits,exdesc,future,pointtype,ptclassname,sourcetag,archiving,compressing,span,step,zero,changedate,changer,creationdate,creator,pointid,instrumentag
,OSIDemo_AFAnalysis,,,,,0,Float32,base,,1,1,100,0,0,11/11/2019 20:49:51,RDXPISANDBOX\sebastian.valencia,11/11/2019 20:49:51,RDXPISANDBOX\sebastian.valencia,1007,
,OSIDemo_AFAnalysis,,,W,,0,Float32,base,,1,0,1500,0,0,11/11/2019 20:49:52,RDXPISANDBOX\sebastian.valencia,11/11/2019 20:49:52,RDXPISANDBOX\sebastian.valencia,1008,
,OSIDemo_AFAnalysis,,,,,1,Float32,base,,1,0,100,1,0,11/11/2019 20:49:52,RDXPISANDBOX\sebastian.valencia,11/11/2019 20:49:52,RDXPISANDBOX\sebastian.valencia,1009,
,OSIDemo_AFAnalysis,,,V,,0,Float32,base,,1,0,1000,0,0,11/11/2019 20:49:52,RDXPISANDBOX\sebastian.valencia,11/11/2019 20:49:52,RDXPISANDBOX\sebastian.valencia,1010,
,OSIDemo_AFAnalysis,,,,,1,Float32,base,,1,0,100,1,0,11/11/2019 20:49:52,RDXPISANDBOX\sebastian.valencia,11/11/2019 20:49:52,RDXPISANDBOX\sebastian.valencia,1011,
,OSIDemo_AFAnalysis,,,degree C,,0,Float32,base,,1,0,100,0,0,11/11/2019 20:49:52,RDXPISANDBOX\sebastian.valencia,11/11/2019 20:49:52,RDXPISANDBOX\sebastian.valencia,1012,
,OSIDemo_AFAnalysis,,,,,0,Float32,base,,1,1,100,0,0,11/11/2019 20:49:52,RDXPISANDBOX\sebastian.valencia,11/11/2019 20:49:52,RDXPISANDBOX\sebastian.valencia,1013,
,OSIDemo_AFAnalysis,,,,,0,Float32,base,,1,1,100,0,0,11/11/2019 20:49:53,RDXPISANDBOX\sebastian.valencia,11/11/2019 20:49:53,RDXPISANDBOX\sebastian.valencia,1014,
,OSIDemo_AFAnalysis,,,,,0,Float32,base,,1,1,100,0,0,11/11/2019 20:49:53,RDXPISANDBOX\sebastian.valencia,11/11/2019 20:49:53,RDXPISANDBOX\sebastian.valencia,1015,
,OSIDemo_AFAnalysis,,,,,0,Int16,base,,1,1,100,1,0,11/11/2019 20:49:53,RDXPISANDBOX\sebastian.valencia,11/11/2019 20:49:53,RDXPISANDBOX\sebastian.valencia,1016,
,OSIDemo_AFAnalysis,,,,,0,Int16,base,,1,1,100,1,0,11/11/2019 20:49:53,RDXPISANDBOX\sebastian.valencia,11/11/2019 20:49:53,RDXPISANDBOX\sebastian.valencia,1017,
,OSIDemo_AFAnalysis,,,,,0,Int16,base,,1,1,100,1,0,11/11/2019 20:49:53,RDXPISANDBOX\sebastian.valencia,11/11/2019 20:49:53,RDXPISANDBOX\sebastian.valencia,1018,
,OSIDemo_AFAnalysis,,,W,,0,Float32,base,,1,0,1500,0,0,11/11/2019 20:49:53,RDXPISANDBOX\sebastian.valencia,11/11/2019 20:49:53,RDXPISANDBOX\sebastian.valencia,1019,
,OSIDemo_AFAnalysis,,,,,1,Float32,base,,1,0,100,1,0,11/11/2019 20:49:53,RDXPISANDBOX\sebastian.valencia,11/11/2019 20:49:53,RDXPISANDBOX\sebastian.valencia,1020,
,OSIDemo_AFAnalysis,,,,,1,Float32,base,,1,0,100,1,0,11/11/2019 20:49:54,RDXPISANDBOX\sebastian.valencia,11/11/2019 20:49:54,RDXPISANDBOX\sebastian.valencia,1022,
,OSIDemo_AFAnalysis,,,,,0,Float32,base,,1,1,100,0,0,11/11/2019 20:49:54,RDXPISANDBOX\sebastian.valencia,11/11/2019 20:49:54,RDXPISANDBOX\sebastian.valencia,1021,
,OSIDemo_AFAnalysis,,,,,0,String,base,,1,1,100,1,0,11/11/2019 20:49:54,RDXPISANDBOX\sebastian.valencia,11/11/2019 20:49:54,RDXPISANDBOX\sebastian.valencia,1023,
,OSIDemo_AFAnalysis,,,,,0,Float32,base,,1,1,100,0,0,11/11/2019 20:49:54,RDXPISANDBOX\sebastian.valencia,11/11/2019 20:49:54,RDXPISANDBOX\sebastian.valencia,1024,
,OSIDemo_AFAnalysis,,,,,0,Int16,base,,1,1,100,0,0,11/11/2019 20:49:54,RDXPISANDBOX\sebastian.valencia,11/11/2019 20:49:54,RDXPISANDBOX\sebastian.valencia,1025,
,OSIDemo_AFAnalysis,,,%,,0,Float32,base,,1,1,100,0,0,11/11/2019 20:49:54,RDXPISANDBOX\sebastian.valencia,11/11/2019 20:49:54,RDXPISANDBOX\sebastian.valencia,1026,
,OSIDemo_AFAnalysis,,,,,0,Float32,base,,1,1,100,0,0,11/11/2019 20:49:55,RDXPISANDBOX\sebastian.valencia,11/11/2019 20:49:55,RDXPISANDBOX\sebastian.valencia,1027,
,OSIDemo_AFAnalysis,,,W,,0,Float32,base,,1,0,1500,0,0,11/11/2019 20:49:55,RDXPISANDBOX\sebastian.valencia,11/11/2019 20:49:55,RDXPISANDBOX\sebastian.valencia,1028,
,OSIDemo_AFAnalysis,,,,,1,Float32,base,,1,0,100,1,0,11/11/2019 20:49:55,RDXPISANDBOX\sebastian.valencia,11/11/2019 20:49:55,RDXPISANDBOX\sebastian.valencia,1029,
,OSIDemo_AFAnalysis,,,V,,0,Float32,base,,1,0,1000,0,0,11/11/2019 20:49:55,RDXPISANDBOX\sebastian.valencia,11/11/2019 20:49:55,RDXPISANDBOX\sebastian.valencia,1030,
,OSIDemo_AFAnalysis,,,,,1,Float32,base,,1,0,100,1,0,11/11/2019 20:49:55,RDXPISANDBOX\sebastian.valencia,11/11/2019 20:49:55,RDXPISANDBOX\sebastian.valencia,1031,
,OSIDemo_AFAnalysis,,,degree C,,0,Float32,base,,1,0,100,0,0,11/11/2019 20:49:55,RDXPISANDBOX\sebastian.valencia,11/11/2019 20:49:55,RDXPISANDBOX\sebastian.valencia,1032,
,OSIDemo_AFAnalysis,,,,,0,Float32,base,,1,1,100,0,0,11/11/2019 20:49:55,RDXPISANDBOX\sebastian.valencia,11/11/2019 20:49:55,RDXPISANDBOX\sebastian.valencia,1033,
,OSIDemo_AFAnalysis,,,,,0,Float32,base,,1,1,100,0,0,11/11/2019 20:49:56,RDXPISANDBOX\sebastian.valencia,11/11/2019 20:49:56,RDXPISANDBOX\sebastian.valencia,1034,
,OSIDemo_AFAnalysis,,,,,0,Float32,base,,1,1,100,0,0,11/11/2019 20:49:56,RDXPISANDBOX\sebastian.valencia,11/11/2019 20:49:56,RDXPISANDBOX\sebastian.valencia,1035,
,OSIDemo_AFAnalysis,,,,,0,Int16,base,,1,1,100,1,0,11/11/2019 20:49:56,RDXPISANDBOX\sebastian.valencia,11/11/2019 20:49:56,RDXPISANDBOX\sebastian.valencia,1036,
,OSIDemo_AFAnalysis,,,,,0,Int16,base,,1,1,100,1,0,11/11/2019 20:49:56,RDXPISANDBOX\sebastian.valencia,11/11/2019 20:49:56,RDXPISANDBOX\sebastian.valencia,1037,
,OSIDemo_AFAnalysis,,,,,0,Int16,base,,1,1,100,1,0,11/11/2019 20:49:56,RDXPISANDBOX\sebastian.valencia,11/11/2019 20:49:56,RDXPISANDBOX\sebastian.valencia,1038,
,OSIDemo_AFAnalysis,,,W,,0,Float32,base,,1,0,1500,0,0,11/11/2019 20:49:56,RDXPISANDBOX\sebastian.valencia,11/11/2019 20:49:56,RDXPISANDBOX\sebastian.valencia,1039,
,OSIDemo_AFAnalysis,,,,,1,Float32,base,,1,0,100,1,0,11/11/2019 20:49:56,RDXPISANDBOX\sebastian.valencia,11/11/2019 20:49:56,RDXPISANDBOX\sebastian.valencia,1040,
,OSIDemo_AFAnalysis,,,,,1,Float32,base,,1,0,100,1,0,11/11/2019 20:49:57,RDXPISANDBOX\sebastian.valencia,11/11/2019 20:49:57,RDXPISANDBOX\sebastian.valencia,1042,
,OSIDemo_AFAnalysis,,,,,0,Float32,base,,1,1,100,0,0,11/11/2019 20:49:57,RDXPISANDBOX\sebastian.valencia,11/11/2019 20:49:57,RDXPISANDBOX\sebastian.valencia,1041,
,OSIDemo_AFAnalysis,,,,,0,String,base,,1,1,100,1,0,11/11/2019 20:49:57,RDXPISANDBOX\sebastian.valencia,11/11/2019 20:49:57,RDXPISANDBOX\sebastian.valencia,1043,
,OSIDemo_AFAnalysis,,,,,0,Float32,base,,1,1,100,0,0,11/11/2019 20:49:57,RDXPISANDBOX\sebastian.valencia,11/11/2019 20:49:57,RDXPISANDBOX\sebastian.valencia,1044,
,OSIDemo_AFAnalysis,,,,,0,Int16,base,,1,1,100,0,0,11/11/2019 20:49:57,RDXPISANDBOX\sebastian.valencia,11/11/2019 20:49:57,RDXPISANDBOX\sebastian.valencia,1045,
,OSIDemo_AFAnalysis,,,%,,0,Float32,base,,1,1,100,0,0,11/11/2019 20:49:57,RDXPISANDBOX\sebastian.valencia,11/11/2019 20:49:57,RDXPISANDBOX\sebastian.valencia,1046,
,OSIDemo_AFAnalysis,,,,,0,Float32,base,,1,1,100,0,0,11/11/2019 20:49:57,RDXPISANDBOX\sebastian.valencia,11/11/2019 20:49:57,RDXPISANDBOX\sebastian.valencia,1047,
,OSIDemo_AFAnalysis,,,W,,0,Float32,base,,1,0,1500,0,0,11/11/2019 20:49:58,RDXPISANDBOX\sebastian.valencia,11/11/2019 20:49:58,RDXPISANDBOX\sebastian.valencia,1048,
,OSIDemo_AFAnalysis,,,,,1,Float32,base,,1,0,100,1,0,11/11/2019 20:49:58,RDXPISANDBOX\sebastian.valencia,11/11/2019 20:49:58,RDXPISANDBOX\sebastian.valencia,1049,
,OSIDemo_AFAnalysis,,,V,,0,Float32,base,,1,0,1000,0,0,11/11/2019 20:49:58,RDXPISANDBOX\sebastian.valencia,11/11/2019 20:49:58,RDXPISANDBOX\sebastian.valencia,1050,
,OSIDemo_AFAnalysis,,,,,1,Float32,base,,1,0,100,1,0,11/11/2019 20:49:58,RDXPISANDBOX\sebastian.valencia,11/11/2019 20:49:58,RDXPISANDBOX\sebastian.valencia,1051,
,OSIDemo_AFAnalysis,,,degree C,,0,Float32,base,,1,0,100,0,0,11/11/2019 20:49:58,RDXPISANDBOX\sebastian.valencia,11/11/2019 20:49:58,RDXPISANDBOX\sebastian.valencia,1052,
,OSIDemo_AFAnalysis,,,,,0,Float32,base,,1,1,100,0,0,11/11/2019 20:49:58,RDXPISANDBOX\sebastian.valencia,11/11/2019 20:49:58,RDXPISANDBOX\sebastian.valencia,1053,
,OSIDemo_AFAnalysis,,,,,0,Float32,base,,1,1,100,0,0,11/11/2019 20:49:58,RDXPISANDBOX\sebastian.valencia,11/11/2019 20:49:58,RDXPISANDBOX\sebastian.valencia,1054,
,OSIDemo_AFAnalysis,,,,,0,Float32,base,,1,1,100,0,0,11/11/2019 20:49:59,RDXPISANDBOX\sebastian.valencia,11/11/2019 20:49:59,RDXPISANDBOX\sebastian.valencia,1055,
,OSIDemo_AFAnalysis,,,,,0,Int16,base,,1,1,100,1,0,11/11/2019 20:49:59,RDXPISANDBOX\sebastian.valencia,11/11/2019 20:49:59,RDXPISANDBOX\sebastian.valencia,1056,
,OSIDemo_AFAnalysis,,,,,0,Int16,base,,1,1,100,1,0,11/11/2019 20:49:59,RDXPISANDBOX\sebastian.valencia,11/11/2019 20:49:59,RDXPISANDBOX\sebastian.valencia,1057,
,OSIDemo_AFAnalysis,,,,,0,Int16,base,,1,1,100,1,0,11/11/2019 20:49:59,RDXPISANDBOX\sebastian.valencia,11/11/2019 20:49:59,RDXPISANDBOX\sebastian.valencia,1058,
,OSIDemo_AFAnalysis,,,W,,0,Float32,base,,1,0,1500,0,0,11/11/2019 20:49:59,RDXPISANDBOX\sebastian.valencia,11/11/2019 20:49:59,RDXPISANDBOX\sebastian.valencia,1059,
,OSIDemo_AFAnalysis,,,,,1,Float32,base,,1,0,100,1,0,11/11/2019 20:49:59,RDXPISANDBOX\sebastian.valencia,11/11/2019 20:49:59,RDXPISANDBOX\sebastian.valencia,1060,
,OSIDemo_AFAnalysis,,,,,1,Float32,base,,1,0,100,1,0,11/11/2019 20:50:00,RDXPISANDBOX\sebastian.valencia,11/11/2019 20:50:00,RDXPISANDBOX\sebastian.valencia,1062,
,OSIDemo_AFAnalysis,,,,,0,Float32,base,,1,1,100,0,0,11/11/2019 20:49:59,RDXPISANDBOX\sebastian.valencia,11/11/2019 20:49:59,RDXPISANDBOX\sebastian.valencia,1061,
,OSIDemo_AFAnalysis,,,,,0,String,base,,1,1,100,1,0,11/11/2019 20:50:00,RDXPISANDBOX\sebastian.valencia,11/11/2019 20:50:00,RDXPISANDBOX\sebastian.valencia,1063,
,OSIDemo_AFAnalysis,,,,,0,Float32,base,,1,1,100,0,0,11/11/2019 20:50:00,RDXPISANDBOX\sebastian.valencia,11/11/2019 20:50:00,RDXPISANDBOX\sebastian.valencia,1064,
,OSIDemo_AFAnalysis,,,,,0,Int16,base,,1,1,100,0,0,11/11/2019 20:50:00,RDXPISANDBOX\sebastian.valencia,11/11/2019 20:50:00,RDXPISANDBOX\sebastian.valencia,1065,
,OSIDemo_AFAnalysis,,,,,0,Int16,base,,1,1,7,0,1,11/11/2019 20:50:00,RDXPISANDBOX\sebastian.valencia,11/11/2019 20:50:00,RDXPISANDBOX\sebastian.valencia,1066,
,OSIDemo_AFAnalysis,,,,,0,Int16,base,,1,1,52,0,1,11/11/2019 20:50:00,RDXPISANDBOX\sebastian.valencia,11/11/2019 20:50:00,RDXPISANDBOX\sebastian.valencia,1067,
,OSIDemo_AFAnalysis,,,w/m2,,0,Float32,base,,1,0,1500,0,0,11/11/2019 20:50:01,RDXPISANDBOX\sebastian.valencia,11/11/2019 20:50:01,RDXPISANDBOX\sebastian.valencia,1068,
,OSIDemo_AFAnalysis,,,w/m2,,1,Float32,base,,1,0,1500,0,0,11/11/2019 20:50:01,RDXPISANDBOX\sebastian.valencia,11/11/2019 20:50:01,RDXPISANDBOX\sebastian.valencia,1069,
,OSIDemo_AFAnalysis,,,w/m2,,1,Float32,base,,1,0,1500,0,0,11/11/2019 20:50:01,RDXPISANDBOX\sebastian.valencia,11/11/2019 20:50:01,RDXPISANDBOX\sebastian.valencia,1070,
,OSIDemo_AFAnalysis,,,deg F,,0,Int16,base,,1,0,150,0,-30,11/11/2019 20:50:01,RDXPISANDBOX\sebastian.valencia,11/11/2019 20:50:01,RDXPISANDBOX\sebastian.valencia,1071,
,OSIDemo_AFAnalysis,,,deg F,,0,Int16,base,,1,0,150,1,-30,11/11/2019 20:50:01,RDXPISANDBOX\sebastian.valencia,11/11/2019 20:50:01,RDXPISANDBOX\sebastian.valencia,1072,
,OSIDemo_AFAnalysis,,,deg F,,0,Int16,base,,1,0,150,1,-30,11/11/2019 20:50:01,RDXPISANDBOX\sebastian.valencia,11/11/2019 20:50:01,RDXPISANDBOX\sebastian.valencia,1073,
,OSIDemo_AFAnalysis,,,deg F,,0,Int16,base,,1,0,150,1,-30,11/11/2019 20:50:01,RDXPISANDBOX\sebastian.valencia,11/11/2019 20:50:01,RDXPISANDBOX\sebastian.valencia,1074,
,OSIDemo_AFAnalysis,,,deg F,,0,Int16,base,,1,0,150,1,-30,11/11/2019 20:50:02,RDXPISANDBOX\sebastian.valencia,11/11/2019 20:50:02,RDXPISANDBOX\sebastian.valencia,1075,
,OSIDemo_AFAnalysis,,,deg F,,1,Int16,base,,1,0,150,0,-30,11/11/2019 20:50:02,RDXPISANDBOX\sebastian.valencia,11/11/2019 20:50:02,RDXPISANDBOX\sebastian.valencia,1076,
,OSIDemo_AFAnalysis,,,deg F,,1,Int16,base,,1,0,150,0,-30,11/11/2019 20:50:02,RDXPISANDBOX\sebastian.valencia,11/11/2019 20:50:02,RDXPISANDBOX\sebastian.valencia,1077,
,OSIDemo-AFAnalysis,,,,,0,Float32,base,,1,1,300,0,0,13/11/2019 21:20:13,RDXPISANDBOX\sebastian.valencia,13/11/2019 21:20:13,RDXPISANDBOX\sebastian.valencia,1166,
,OSIDemo-AFAnalysis,,,,,0,Float32,base,,1,1,300,0,0,13/11/2019 21:20:21,RDXPISANDBOX\sebastian.valencia,13/11/2019 21:20:21,RDXPISANDBOX\sebastian.valencia,1248,
,OSIDemo-AFAnalysis,,,,,0,Float32,base,,1,1,100,0,0,13/11/2019 21:20:13,RDXPISANDBOX\sebastian.valencia,13/11/2019 21:20:13,RDXPISANDBOX\sebastian.valencia,1167,
,OSIDemo-AFAnalysis,,,,,0,Float32,base,,1,1,100,0,0,13/11/2019 21:20:21,RDXPISANDBOX\sebastian.valencia,13/11/2019 21:20:21,RDXPISANDBOX\sebastian.valencia,1249,
,OSIDemo-AFAnalysis,,,,,0,Float32,base,,1,1,100,0,0,13/11/2019 21:20:21,RDXPISANDBOX\sebastian.valencia,13/11/2019 21:20:21,RDXPISANDBOX\sebastian.valencia,1250,
,OSIDemo-AFAnalysis,,,,,0,Float32,base,,1,1,100,0,0,13/11/2019 21:20:13,RDXPISANDBOX\sebastian.valencia,13/11/2019 21:20:13,RDXPISANDBOX\sebastian.valencia,1168,
,OSIDemo-AFAnalysis,,,,,0,Float32,base,,1,1,100,0,0,13/11/2019 21:20:06,RDXPISANDBOX\sebastian.valencia,13/11/2019 21:20:06,RDXPISANDBOX\sebastian.valencia,1087,
,OSIDemo-AFAnalysis,,,,,0,Float32,base,,1,1,100,0,0,13/11/2019 21:20:06,RDXPISANDBOX\sebastian.valencia,13/11/2019 21:20:06,RDXPISANDBOX\sebastian.valencia,1088,
,OSIDemo-AFAnalysis,,,,,0,Float32,base,,1,1,100,0,0,13/11/2019 21:20:06,RDXPISANDBOX\sebastian.valencia,13/11/2019 21:20:06,RDXPISANDBOX\sebastian.valencia,1089,
,OSIDemo-AFAnalysis,,,,,0,Float32,base,,1,1,100,0,0,13/11/2019 21:20:06,RDXPISANDBOX\sebastian.valencia,13/11/2019 21:20:06,RDXPISANDBOX\sebastian.valencia,1090,
,OSIDemo-AFAnalysis,,,,,0,Float32,base,,1,1,100,0,0,13/11/2019 21:20:06,RDXPISANDBOX\sebastian.valencia,13/11/2019 21:20:06,RDXPISANDBOX\sebastian.valencia,1091,
,OSIDemo-AFAnalysis,,,,,0,Float32,base,,1,1,100,0,0,13/11/2019 21:20:13,RDXPISANDBOX\sebastian.valencia,13/11/2019 21:20:13,RDXPISANDBOX\sebastian.valencia,1169,
,OSIDemo-AFAnalysis,,,,,0,Float32,base,,1,1,100,0,0,13/11/2019 21:20:14,RDXPISANDBOX\sebastian.valencia,13/11/2019 21:20:14,RDXPISANDBOX\sebastian.valencia,1170,
,OSIDemo-AFAnalysis,,,,,0,Float32,base,,1,1,100,0,0,13/11/2019 21:20:14,RDXPISANDBOX\sebastian.valencia,13/11/2019 21:20:14,RDXPISANDBOX\sebastian.valencia,1171,
,OSIDemo-AFAnalysis,,,,,0,Float32,base,,1,1,100,0,0,13/11/2019 21:20:14,RDXPISANDBOX\sebastian.valencia,13/11/2019 21:20:14,RDXPISANDBOX\sebastian.valencia,1172,
,OSIDemo-AFAnalysis,,,,,0,Float32,base,,1,1,100,0,0,13/11/2019 21:20:14,RDXPISANDBOX\sebastian.valencia,13/11/2019 21:20:14,RDXPISANDBOX\sebastian.valencia,1173,
,C,,,Phase,Event=Philly.PHI.Press.01.Main Clock, if 'Philly.PHI.Press.01.Press Status'=1 then if 'Philly.PHI.Press.01.Main Clock'>=1 and 'Philly.PHI.Press.01.Main Clock'<=10 then 1 else if 'Philly.PHI.Press.01.Main Clock'>10 and 'Philly.PHI.Press.01.Main Clock'<=33 then 2 else if 'Philly.PHI.Press.01.Main Clock'>33 and 'Philly.PHI.Press.01.Main Clock'<=66 then 3 else if 'Philly.PHI.Press.01.Main Clock'>66 then 4 else 0 else 0,0,Int32,classic,,1,1,100,1,0,08/04/2019 15:34:44,RDXPISANDBOX\bjorn.johnson,08/04/2019 15:34:44,RDXPISANDBOX\bjorn.johnson,675,
,C,,,deg C,If 'Philly.PHI.Press.01.Press Status'=1 then if 'Philly.PHI.Press.01.Curing Phase'= 0 Then 'Philly.PHI.Press.01.Main Clock' else if 'Philly.PHI.Press.01.Curing Phase'=1 then 3*'Philly.PHI.Press.01.Main Clock' else if 'Philly.PHI.Press.01.Curing Phase'=2 then 2*'Philly.PHI.Press.01.Main Clock' else if 'Philly.PHI.Press.01.Curing Phase'=3 then 1*'Philly.PHI.Press.01.Main Clock' else if 'Philly.PHI.Press.01.Curing Phase'=4 then 0.5*'Philly.PHI.Press.01.Main Clock' else 0 else 0,0,Float32,classic,,1,1,100,0,0,08/04/2019 15:34:44,RDXPISANDBOX\bjorn.johnson,08/04/2019 15:34:44,RDXPISANDBOX\bjorn.johnson,676,
,L,,,Position,,0,Float32,classic,,1,1,100,1,0,08/04/2019 15:34:44,RDXPISANDBOX\bjorn.johnson,08/04/2019 15:34:44,RDXPISANDBOX\bjorn.johnson,677,
,9,,,% ,(1,10)(2,33)(2,66)(1,100),0,Float32,classic,,1,1,100,0,0,08/04/2019 15:34:44,RDXPISANDBOX\bjorn.johnson,08/04/2019 15:34:44,RDXPISANDBOX\bjorn.johnson,678,
,C,,,deg C, TagAvg('Philly.PHI.Press.01.Main Clock','*-30m','*'),0,Float32,classic,,1,1,100,0,0,08/04/2019 15:34:45,RDXPISANDBOX\bjorn.johnson,08/04/2019 15:34:45,RDXPISANDBOX\bjorn.johnson,679,
,C,,,Tires,Event=Philly.PHI.Press.01.Main Clock, if badval('Philly.PHI.Press.01.Net Tires Produced') or (hour('*')=0 and minute('*')=0) then 0 else if 'Philly.PHI.Press.01.Main Clock'=0 and tagval('Philly.PHI.Press.01.Press Status','*-1m')=1  then 'Philly.PHI.Press.01.Net Tires Produced'+1 else 'Philly.PHI.Press.01.Net Tires Produced',0,Int32,classic,,1,1,100,1,0,08/04/2019 15:34:45,RDXPISANDBOX\bjorn.johnson,08/04/2019 15:34:45,RDXPISANDBOX\bjorn.johnson,680,
,C,,,state,Event=Philly.PHI.Press.01.Main Clock, if 'Philly.PHI.Press.01.Main Clock'=0 then if tagmax('Philly.PHI.Press.01.Main Clock','*','*-1m')>95 then 1 else if tagmax('Philly.PHI.Press.01.Main Clock','*','*-1m')>91 then 2 else if tagmax('Philly.PHI.Press.01.Main Clock','*','*-1m')>88 then 3 else if tagmax('Philly.PHI.Press.01.Main Clock','*','*-1m')>85 then 4 else 0 else 'Philly.PHI.Press.01.Press Status',0,Float32,classic,,1,1,100,1,0,08/04/2019 15:34:45,RDXPISANDBOX\bjorn.johnson,08/04/2019 15:34:45,RDXPISANDBOX\bjorn.johnson,681,
,C,,,PSI,If 'Philly.PHI.Press.01.Press status'=1 then if 'Philly.PHI.Press.01.LidPosition'=0 then 0 else if 'Philly.PHI.Press.01.Curing Phase'=0 Then 0 else if 'Philly.PHI.Press.01.Curing Phase'=1 then 100-'Philly.PHI.Press.01.Main Clock' else if 'Philly.PHI.Press.01.Curing Phase'=2 then 110-'Philly.PHI.Press.01.Main Clock' else if 'Philly.PHI.Press.01.Curing Phase'=3 then 150-'Philly.PHI.Press.01.Main Clock' else if 'Philly.PHI.Press.01.Curing Phase'=4 then 100-'Philly.PHI.Press.01.Main Clock' else 0 else 0,0,Float32,classic,,1,1,200,0,0,08/04/2019 15:34:45,RDXPISANDBOX\bjorn.johnson,08/04/2019 15:34:45,RDXPISANDBOX\bjorn.johnson,682,
,L,,,Tires/hour,,0,Float64,classic,,1,1,100,0,0,08/04/2019 15:34:45,RDXPISANDBOX\bjorn.johnson,08/04/2019 15:34:45,RDXPISANDBOX\bjorn.johnson,683,
,C,,,Type,Event=Philly.PHI.Press.01.Main Clock, if badval('Philly.PHI.Press.01.Reference Type') then 0 else if Hour('*')>Hour('*-10m') then if TagMax('Philly.PHI.Press.01.Main Clock','*-10m','*') > 97 then 0 Else if TagMax('Philly.PHI.Press.01.Main Clock','*-10m','*')>95 then 1 Else if TagMax('Philly.PHI.Press.01.Main Clock','*-10m','*')>93 then 2 Else if TagMax('Philly.PHI.Press.01.Main Clock','*-10m','*')>91 then 3 Else 4 else NoOutput(),0,Int32,classic,,1,1,100,1,0,08/04/2019 15:34:45,RDXPISANDBOX\bjorn.johnson,08/04/2019 15:34:45,RDXPISANDBOX\bjorn.johnson,684,
,C,,,Scrap Tires,Event=Philly.PHI.Press.01.Main Clock, if badval('Philly.PHI.Press.01.Scrap Tires') or (hour('*')=0 and minute('*')=0) then 0 else if 'Philly.PHI.Press.01.Main Clock'=0 and tagval('Philly.PHI.Press.01.Press Status','*-1m')=1 then if Tagmax('Philly.PHI.Press.01.Main Clock','*','*-1m') <= 87  then 'Philly.PHI.Press.01.Scrap Tires'+1 else 'Philly.PHI.Press.01.Scrap Tires' else 'Philly.PHI.Press.01.Scrap Tires',0,Int32,classic,,1,1,100,1,0,08/04/2019 15:34:45,RDXPISANDBOX\bjorn.johnson,08/04/2019 15:34:45,RDXPISANDBOX\bjorn.johnson,685,
,C,,,Kg/h,If 'Philly.PHI.Press.01.Press Status'<>1 OR 'Philly.PHI.Press.01.Curing Phase'=0 OR  'Philly.PHI.Press.01.LidPosition'=0 then 0 else 10-sqr('Philly.PHI.Press.01.Main Clock'),0,Float32,classic,,1,1,200,0,0,08/04/2019 15:34:45,RDXPISANDBOX\bjorn.johnson,08/04/2019 15:34:45,RDXPISANDBOX\bjorn.johnson,686,
,C,,,Phase,Event=Philly.PHI.Press.02.Main Clock, if 'Philly.PHI.Press.02.Press Status'=1 then if 'Philly.PHI.Press.02.Main Clock'>=1 and 'Philly.PHI.Press.02.Main Clock'<=10 then 1 else if 'Philly.PHI.Press.02.Main Clock'>10 and 'Philly.PHI.Press.02.Main Clock'<=33 then 2 else if 'Philly.PHI.Press.02.Main Clock'>33 and 'Philly.PHI.Press.02.Main Clock'<=66 then 3 else if 'Philly.PHI.Press.02.Main Clock'>66 then 4 else 0 else 0,0,Int32,classic,,1,1,100,1,0,08/04/2019 15:34:45,RDXPISANDBOX\bjorn.johnson,08/04/2019 15:34:45,RDXPISANDBOX\bjorn.johnson,687,
,C,,,deg C,If 'Philly.PHI.Press.02.Press Status'=1 then if 'Philly.PHI.Press.02.Curing Phase'= 0 Then 'Philly.PHI.Press.02.Main Clock' else if 'Philly.PHI.Press.02.Curing Phase'=1 then 3*'Philly.PHI.Press.02.Main Clock' else if 'Philly.PHI.Press.02.Curing Phase'=2 then 2*'Philly.PHI.Press.02.Main Clock' else if 'Philly.PHI.Press.02.Curing Phase'=3 then 1*'Philly.PHI.Press.02.Main Clock' else if 'Philly.PHI.Press.02.Curing Phase'=4 then 0.5*'Philly.PHI.Press.02.Main Clock' else 0 else 0,0,Float32,classic,,1,1,100,0,0,08/04/2019 15:34:45,RDXPISANDBOX\bjorn.johnson,08/04/2019 15:34:45,RDXPISANDBOX\bjorn.johnson,688,
,L,,,Position,,0,Float32,classic,,1,1,100,1,0,08/04/2019 15:34:45,RDXPISANDBOX\bjorn.johnson,08/04/2019 15:34:45,RDXPISANDBOX\bjorn.johnson,689,
,9,,,% ,(1,10)(2,33)(2,66)(1,100),0,Float32,classic,,1,1,100,0,0,08/04/2019 15:34:45,RDXPISANDBOX\bjorn.johnson,08/04/2019 15:34:45,RDXPISANDBOX\bjorn.johnson,690,
,C,,,deg C, TagAvg('Philly.PHI.Press.02.Main Clock','*-30m','*'),0,Float32,classic,,1,1,100,0,0,08/04/2019 15:34:45,RDXPISANDBOX\bjorn.johnson,08/04/2019 15:34:45,RDXPISANDBOX\bjorn.johnson,691,
